epoch,acc,loss,val_acc,val_loss
0,0.8452380952380952,0.4505027218233971,1.0,0.06108097909461884
1,0.9738095238095238,0.08784442043286704,1.0,0.03249267480291781
2,0.9714285714285714,0.07092442508964311,1.0,0.0075962426806134836
3,0.9904761904761905,0.041948887200227804,1.0,0.011930266661303384
